id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,3id8aRzP
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,Ytbc1Cwa
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,a9kmXrer
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,MI4gaPIU
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,3moJ2QqL
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,GacbbO9D
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,efjZq64B
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,a9Tn4g6k
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,Gziyxc8P
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,zkGImv4g
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,6puaYD6L
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,5y5wbmN1
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,VS3YDoCt
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,0L40i4Ej
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,ewCim66T
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,UY9Faz72
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,GPm13UOg
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,DBvu20oZ
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,M8HMtw7A
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,UCf4ejGa
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,u0FkzDih
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,qFrkD9pU
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,fJz4IhEI
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,ZwbNI5KQ
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,pHx4Uq3R
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,OZIkO8me
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,i7n0dhNJ
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,d2FLyOAj
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,0QaWW8Xr
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,lwL5mpDI
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,gb2TolUc
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,Nooe0AGa
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,2wha8LbE
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,7tUTEMLJ
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,2k5yWJRJ
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,l5kwX5C5
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,V3thYu7w
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,nj6KcltV
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,pLul2bU6
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,ZLwuL396
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,Oo0ZDReK
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,cYXK9oFc
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,30xTw2cQ
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,PFO2OxUd
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,hl4oHs8w
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,2A6K1Pkb
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,wBQGcyy4
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,UsQR7L0D
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,uG1GeZDS
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,qLpZ4TFc
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,lUUKQ23j
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,TYA8fdhA
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,LZ8sGm0k
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,ukKw0r9v
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,X7sj93gb
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,rrvu04yF
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,LV2NIr1F
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,AU3lHVLl
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,um8jozXd
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,7aS26plM
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,yJT6b7jT
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,7X0B6hJM
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,vEIL5nka
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,A18QGtWD
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,J52S1BLi
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,NF6vglow
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,KGxou5TW
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,vJ4bNlTr
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,5kzCCPje
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,Op63YKsg
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,BuE1TQvk
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,4Vrac5af
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,C2S0RlDg
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,0EDeICtE
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,x8ayvQTE
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,5DH39i2J
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,9UsWKbWz
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,GY8Dqaev
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,G1VrS0hi
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,55tsYz2c
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,YX2Bsh8N
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,vugXhJ6g
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,tBrLM5ev
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,8g9qw0TD
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,Kcd32YgY
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,BAaE81cQ
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,PZXTlX2m
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,vkMr2Iyq
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,CeUkkk4h
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,52R7RPin
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,ZcEPIEc8
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,89IdTjEa
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,FZZt1vce
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,aI2TNR6l
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,4mc1Ofqs
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,DYZ4Gup5
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,skfp6HTT
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,uX7xMURh
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,k9scOnuN
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,q2OwNSNj
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,DLnzww3q
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,64fylC9I
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,sGiR7DNp
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,BXQmADQ1
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,VT0EW72c
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,1AwAKYDh
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,AnRu20J4
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,3SGLjPVP
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,X4WRWoeB
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,t6FSLuu9
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,GA0xQVa2
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,jN8XrX8D
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,K0AeXSa4
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,u57OfDdp
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,MM0DVQfL
438,Милина Алена Петровна,359,8г,3,Милина_АП,xi4TZB34
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,W4K9qFHQ
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,c34IDEy4
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,awrU9DZ1
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,4nTNKXYo
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,OE941lWK
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,x8bhVPOx
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,SH4E3ho8
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,vPIcs5yw
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,FY5ao8Ox
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,RkRNI6wF
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,wIcO6Qzz
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,Tmyevd0o
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,jb2klUgV
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,ubRthw54
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,2Q8Xd1mt
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,7grfqFzY
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,lKv0i8Gu
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,7VrMJ0Qp
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,EXGZ6sff
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,9yaCX6jn
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,v3yGdQgc
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,eLQ2mkta
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,b0XTJqYn
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,L1StLY58
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,ehH0s5u0
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,gAtXm6HX
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,CDfMfrF9
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,fT8MoJbP
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,X9QLMhaM
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,7dtvdwtV
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,P6KY32iC
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,XJuG8HSN
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,GkEB74br
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,91BuNnVb
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,MCm5txOz
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,ct4mrHvj
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,cB0hNk3p
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,cPhECQd4
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,33zUqYAB
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,SlHT7bAu
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,PC7HEsTr
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,lYCy4V2Y
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,4f6mryQ3
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,223Z3taC
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,XT9RNuuT
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,QN3uiXhA
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,p9oOJ0WT
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,Aw9t1Vz0
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,LfOW2O7T
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,lRHRKWh2
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,zylWo2M5
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,XNv5c4rY
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,5UHMeLMM
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,2Jx8pW5c
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,9HQw2Lly
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,5FcCFrz5
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,CB7f2CoL
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,8l70WtIN
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,4fxIY6B8
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,lb3oVT6e
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,ef6g95CX
